Product,Country,Quantity,Avg_UnitPrice,AlertFlag
DECORATIVE ROSE BATHROOM BOTTLE,Germany,12,1.25,OK
DECORATIVE ROSE BATHROOM BOTTLE,United Kingdom,908,1.075,OK
DECORATIVE VINTAGE COFFEE  BOX,EIRE,3,4.95,OK
DECORATIVE VINTAGE COFFEE  BOX,United Kingdom,44,4.9,OK
DECORATIVE WICKER HEART LARGE,EIRE,36,1.6499999999999997,OK
DECORATIVE WICKER HEART LARGE,France,4,1.65,OK
DECORATIVE WICKER HEART LARGE,Spain,2,1.65,OK
DECORATIVE WICKER HEART LARGE,United Kingdom,1670,1.6483193277310924,OK
DECORATIVE WICKER HEART MEDIUM,EIRE,48,1.25,OK
DECORATIVE WICKER HEART MEDIUM,Norway,12,1.25,OK
DECORATIVE WICKER HEART MEDIUM,Spain,2,1.25,OK
DECORATIVE WICKER HEART MEDIUM,United Kingdom,1699,1.2489705882352942,OK
DECORATIVE WICKER HEART SMALL,Spain,2,0.63,OK
DECORATIVE WICKER HEART SMALL,United Kingdom,1490,0.6290588235294118,OK
"DECOUPAGE,GREETING CARD,",EIRE,24,0.42,OK
"DECOUPAGE,GREETING CARD,",Netherlands,12,0.42,OK
"DECOUPAGE,GREETING CARD,",United Kingdom,300,0.42000000000000004,OK
DECROTIVEVINTAGE COFFEE GRINDER BOX,EIRE,3,4.95,OK
DECROTIVEVINTAGE COFFEE GRINDER BOX,United Kingdom,7,4.95,OK
DELUXE SEWING KIT ,Australia,160,4.95,OK
DELUXE SEWING KIT ,EIRE,36,5.95,OK
DELUXE SEWING KIT ,France,12,5.95,OK
DELUXE SEWING KIT ,Germany,27,5.95,OK
DELUXE SEWING KIT ,Italy,6,5.95,OK
DELUXE SEWING KIT ,Japan,62,5.616666666666667,OK
DELUXE SEWING KIT ,Netherlands,46,5.45,OK
DELUXE SEWING KIT ,Norway,12,5.95,OK
DELUXE SEWING KIT ,Portugal,2,5.95,OK
DELUXE SEWING KIT ,United Kingdom,695,6.1102061855670105,OK
DENIM PATCH PURSE PINK BUTTERFLY,EIRE,10,1.65,OK
DENIM PATCH PURSE PINK BUTTERFLY,Portugal,2,1.65,OK
DENIM PATCH PURSE PINK BUTTERFLY,Switzerland,20,1.65,OK
DENIM PATCH PURSE PINK BUTTERFLY,United Kingdom,108,1.65,OK
DIAMANTE BOW BROOCH BLACK COLOUR,United Kingdom,8,6.35,OK
DIAMANTE BOW BROOCH GREEN COLOUR,United Kingdom,21,6.35,OK
DIAMANTE BOW BROOCH RED COLOUR,United Kingdom,27,6.349999999999999,OK
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,EIRE,6,1.65,OK
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,United Kingdom,3,1.65,OK
DIAMANTE HAIR GRIP PACK/2 CRYSTAL,EIRE,6,1.65,OK
DIAMANTE HAIR GRIP PACK/2 LT ROSE,EIRE,6,1.65,OK
DIAMANTE HAIR GRIP PACK/2 LT ROSE,United Kingdom,3,1.65,OK
DIAMANTE HAIR GRIP PACK/2 MONTANA,EIRE,6,1.65,OK
DIAMANTE HAIR GRIP PACK/2 MONTANA,United Kingdom,2,1.65,OK
DIAMANTE HAIR GRIP PACK/2 PERIDOT,EIRE,6,1.65,OK
DIAMANTE HAIR GRIP PACK/2 RUBY,EIRE,6,1.65,OK
DIAMANTE HAIR GRIP PACK/2 RUBY,United Kingdom,4,1.65,OK
"DIAMANTE HEART SHAPED WALL MIRROR, ",United Kingdom,267,10.328947368421053,ALERTA
DIAMANTE NECKLACE,United Kingdom,2,7.5,OK
DIAMANTE NECKLACE BLACK ,United Kingdom,2,7.5,OK
DIAMANTE NECKLACE GREEN,United Kingdom,3,7.5,OK
DIAMANTE NECKLACE PURPLE,United Kingdom,7,7.5,OK
DIAMANTE RING ASSORTED IN BOX.,EIRE,24,1.25,OK
DIAMANTE RING ASSORTED IN BOX.,Netherlands,24,1.25,OK
DIAMANTE RING ASSORTED IN BOX.,United Kingdom,960,1.357,OK
DIAMOND LAS VEGAS NECKLACE 45CM,United Kingdom,5,5.95,OK
DINOSAUR HEIGHT CHART STICKER SET,EIRE,12,2.95,OK
DINOSAUR HEIGHT CHART STICKER SET,Finland,12,2.95,OK
DINOSAUR HEIGHT CHART STICKER SET,France,12,2.95,OK
DINOSAUR HEIGHT CHART STICKER SET,Germany,29,2.95,OK
DINOSAUR HEIGHT CHART STICKER SET,Norway,12,2.95,OK
DINOSAUR HEIGHT CHART STICKER SET,Spain,12,2.95,OK
DINOSAUR HEIGHT CHART STICKER SET,Switzerland,6,2.95,OK
DINOSAUR HEIGHT CHART STICKER SET,United Kingdom,70,2.95,OK
DINOSAUR KEYRINGS ASSORTED,Belgium,36,0.21,OK
DINOSAUR KEYRINGS ASSORTED,Canada,36,0.21,OK
DINOSAUR KEYRINGS ASSORTED,EIRE,36,0.21,OK
DINOSAUR KEYRINGS ASSORTED,France,288,0.21,OK
DINOSAUR KEYRINGS ASSORTED,Germany,144,0.21,OK
DINOSAUR KEYRINGS ASSORTED,Netherlands,108,0.21,OK
DINOSAUR KEYRINGS ASSORTED,Norway,36,0.21,OK
DINOSAUR KEYRINGS ASSORTED,Spain,36,0.21,OK
DINOSAUR KEYRINGS ASSORTED,Switzerland,108,0.21,OK
DINOSAUR KEYRINGS ASSORTED,United Kingdom,5634,0.21256410256410255,OK
DINOSAUR LUNCH BOX WITH CUTLERY,Austria,18,2.55,OK
DINOSAUR LUNCH BOX WITH CUTLERY,Belgium,30,2.55,OK
DINOSAUR LUNCH BOX WITH CUTLERY,EIRE,12,2.55,OK
DINOSAUR LUNCH BOX WITH CUTLERY,France,54,2.55,OK
DINOSAUR LUNCH BOX WITH CUTLERY,Germany,24,2.55,OK
DINOSAUR LUNCH BOX WITH CUTLERY,Italy,6,2.55,OK
DINOSAUR LUNCH BOX WITH CUTLERY,Netherlands,421,2.15625,OK
DINOSAUR LUNCH BOX WITH CUTLERY,Spain,18,2.55,OK
DINOSAUR LUNCH BOX WITH CUTLERY,Switzerland,12,2.55,OK
DINOSAUR LUNCH BOX WITH CUTLERY,United Kingdom,632,2.5905223880597013,OK
DINOSAUR PARTY BAG + STICKER SET,EIRE,8,1.65,OK
DINOSAUR PARTY BAG + STICKER SET,France,24,1.65,OK
DINOSAUR PARTY BAG + STICKER SET,Germany,75,1.65,OK
DINOSAUR PARTY BAG + STICKER SET,Netherlands,160,1.5166666666666666,OK
DINOSAUR PARTY BAG + STICKER SET,Sweden,16,1.65,OK
DINOSAUR PARTY BAG + STICKER SET,Switzerland,8,1.65,OK
DINOSAUR PARTY BAG + STICKER SET,United Kingdom,393,1.6718666666666664,OK
DINOSAURS  WRITING SET ,France,24,1.65,OK
DINOSAURS  WRITING SET ,Germany,24,1.65,OK
DINOSAURS  WRITING SET ,Spain,18,1.65,OK
DINOSAURS  WRITING SET ,Switzerland,24,1.65,OK
DINOSAURS  WRITING SET ,United Kingdom,499,1.6899999999999997,OK
DISCO BALL CHRISTMAS DECORATION,Belgium,24,0.12,OK
DISCO BALL CHRISTMAS DECORATION,EIRE,96,0.12,OK
DISCO BALL CHRISTMAS DECORATION,France,72,0.12,OK
DISCO BALL CHRISTMAS DECORATION,Germany,24,0.12,OK
DISCO BALL CHRISTMAS DECORATION,United Kingdom,12498,0.11846153846153845,OK
DISCO BALL ROTATOR BATTERY OPERATED,Belgium,2,4.25,OK
DISCO BALL ROTATOR BATTERY OPERATED,Spain,1,4.25,OK
DISCO BALL ROTATOR BATTERY OPERATED,United Kingdom,241,4.245,OK
DO NOT TOUCH MY STUFF DOOR HANGER ,EIRE,28,0.9199999999999999,OK
DO NOT TOUCH MY STUFF DOOR HANGER ,France,4,1.45,OK
DO NOT TOUCH MY STUFF DOOR HANGER ,United Kingdom,1144,0.691551724137931,OK
DOCTOR'S BAG SOFT TOY,Australia,3,8.95,OK
DOCTOR'S BAG SOFT TOY,Cyprus,7,8.95,OK
DOCTOR'S BAG SOFT TOY,EIRE,4,8.95,OK
DOCTOR'S BAG SOFT TOY,France,8,8.95,OK
DOCTOR'S BAG SOFT TOY,Germany,5,8.95,OK
DOCTOR'S BAG SOFT TOY,Japan,40,7.95,OK
DOCTOR'S BAG SOFT TOY,Spain,4,8.95,OK
DOCTOR'S BAG SOFT TOY,United Kingdom,103,9.909999999999998,OK
DOG AND BALL WALL ART,United Kingdom,252,2.26,OK
DOG BOWL CHASING BALL DESIGN,EIRE,6,3.75,OK
DOG BOWL CHASING BALL DESIGN,France,6,3.75,OK
DOG BOWL CHASING BALL DESIGN,Germany,18,3.75,OK
DOG BOWL CHASING BALL DESIGN,Italy,12,3.75,OK
DOG BOWL CHASING BALL DESIGN,Lebanon,6,3.75,OK
DOG BOWL CHASING BALL DESIGN,United Kingdom,1293,3.763119266055046,OK
DOG BOWL VINTAGE CREAM,Belgium,4,4.25,OK
DOG BOWL VINTAGE CREAM,Cyprus,4,4.25,OK
DOG BOWL VINTAGE CREAM,EIRE,12,4.25,OK
DOG BOWL VINTAGE CREAM,France,10,4.25,OK
DOG BOWL VINTAGE CREAM,Germany,4,4.25,OK
DOG BOWL VINTAGE CREAM,Italy,4,4.25,OK
DOG BOWL VINTAGE CREAM,Switzerland,8,4.25,OK
DOG BOWL VINTAGE CREAM,United Kingdom,308,4.248659793814433,OK
DOG LICENCE WALL ART,Australia,180,5.35,OK
DOG LICENCE WALL ART,Channel Islands,4,5.95,OK
DOG LICENCE WALL ART,United Kingdom,224,5.752222222222223,OK
DOG TOY WITH PINK CROCHET SKIRT,Belgium,4,3.75,OK
DOG TOY WITH PINK CROCHET SKIRT,Cyprus,1,3.75,OK
DOG TOY WITH PINK CROCHET SKIRT,EIRE,17,3.75,OK
DOG TOY WITH PINK CROCHET SKIRT,Portugal,8,3.75,OK
DOG TOY WITH PINK CROCHET SKIRT,United Kingdom,136,3.762063492063492,OK
DOGGY RUBBER,France,10,0.21,OK
DOGGY RUBBER,United Kingdom,183,0.21,OK
DOILEY BISCUIT TIN,Channel Islands,6,2.89,OK
DOILEY BISCUIT TIN,EIRE,54,2.6900000000000004,OK
DOILEY BISCUIT TIN,United Kingdom,60,2.89,OK
DOILEY STORAGE TIN,Australia,151,2.7566666666666664,OK
DOILEY STORAGE TIN,Austria,6,2.89,OK
DOILEY STORAGE TIN,Belgium,18,2.89,OK
DOILEY STORAGE TIN,Denmark,12,2.89,OK
DOILEY STORAGE TIN,EIRE,60,2.6900000000000004,OK
DOILEY STORAGE TIN,Finland,12,2.89,OK
DOILEY STORAGE TIN,France,18,2.89,OK
DOILEY STORAGE TIN,Germany,48,2.89,OK
DOILEY STORAGE TIN,Israel,60,2.6900000000000004,OK
DOILEY STORAGE TIN,Netherlands,97,2.6900000000000004,OK
DOILEY STORAGE TIN,Sweden,54,2.89,OK
DOILEY STORAGE TIN,United Kingdom,546,2.8758823529411766,OK
DOILY THANK YOU CARD,EIRE,12,0.42,OK
DOILY THANK YOU CARD,France,12,0.42,OK
DOILY THANK YOU CARD,Germany,12,0.42,OK
DOILY THANK YOU CARD,United Kingdom,691,0.41720930232558134,OK
DOLLCRAFT BOY JEAN-PAUL ,Netherlands,40,4.15,OK
DOLLCRAFT BOY JEAN-PAUL ,United Kingdom,42,4.95,OK
DOLLCRAFT GIRL AMELIE,United Kingdom,36,4.95,OK
DOLLCRAFT GIRL AMELIE KIT,Netherlands,40,4.15,OK
DOLLCRAFT GIRL AMELIE KIT,United Kingdom,26,4.95,OK
DOLLCRAFT GIRL NICOLE,United Kingdom,68,4.95,OK
DOLLY CABINET 2 DRAWERS ,Germany,2,12.5,OK
DOLLY CABINET 2 DRAWERS ,United Kingdom,31,12.5,OK
DOLLY CABINET 3 DRAWERS ,EIRE,4,14.95,OK
DOLLY CABINET 3 DRAWERS ,Finland,2,14.95,OK
DOLLY CABINET 3 DRAWERS ,Spain,2,14.95,OK
DOLLY CABINET 3 DRAWERS ,United Kingdom,43,14.95,OK
DOLLY GIRL BABY GIFT SET,Austria,12,16.28333333333333,OK
DOLLY GIRL BABY GIFT SET,Belgium,10,16.95,OK
DOLLY GIRL BABY GIFT SET,Channel Islands,3,16.95,OK
DOLLY GIRL BABY GIFT SET,Cyprus,1,16.95,OK
DOLLY GIRL BABY GIFT SET,Denmark,24,14.95,OK
DOLLY GIRL BABY GIFT SET,EIRE,78,15.807142857142855,OK
DOLLY GIRL BABY GIFT SET,France,35,16.28333333333333,OK
DOLLY GIRL BABY GIFT SET,Germany,6,14.95,OK
DOLLY GIRL BABY GIFT SET,Italy,1,16.95,OK
DOLLY GIRL BABY GIFT SET,Netherlands,44,15.75,OK
DOLLY GIRL BABY GIFT SET,Spain,7,15.95,OK
DOLLY GIRL BABY GIFT SET,Switzerland,17,15.95,OK
DOLLY GIRL BABY GIFT SET,United Arab Emirates,6,14.95,OK
DOLLY GIRL BABY GIFT SET,United Kingdom,176,16.565384615384612,OK
DOLLY GIRL BABY GIFT SET,Unspecified,1,16.95,OK
DOLLY GIRL CHILDRENS BOWL,Austria,8,1.25,OK
DOLLY GIRL CHILDRENS BOWL,Belgium,48,1.25,OK
DOLLY GIRL CHILDRENS BOWL,Denmark,32,1.25,OK
DOLLY GIRL CHILDRENS BOWL,EIRE,16,1.25,OK
DOLLY GIRL CHILDRENS BOWL,France,148,1.25,OK
DOLLY GIRL CHILDRENS BOWL,Germany,112,1.25,OK
DOLLY GIRL CHILDRENS BOWL,Israel,24,1.25,OK
DOLLY GIRL CHILDRENS BOWL,Malta,8,1.25,OK
DOLLY GIRL CHILDRENS BOWL,Netherlands,473,1.1500000000000001,OK
DOLLY GIRL CHILDRENS BOWL,Norway,16,1.25,OK
DOLLY GIRL CHILDRENS BOWL,Spain,3,1.25,OK
DOLLY GIRL CHILDRENS BOWL,Switzerland,32,1.25,OK
DOLLY GIRL CHILDRENS BOWL,USA,8,1.25,OK
DOLLY GIRL CHILDRENS BOWL,United Kingdom,625,1.25,OK
DOLLY GIRL CHILDRENS CUP,Australia,97,1.15,OK
DOLLY GIRL CHILDRENS CUP,Austria,8,1.25,OK
DOLLY GIRL CHILDRENS CUP,Belgium,40,1.25,OK
DOLLY GIRL CHILDRENS CUP,Denmark,24,1.25,OK
DOLLY GIRL CHILDRENS CUP,EIRE,24,1.25,OK
DOLLY GIRL CHILDRENS CUP,France,132,1.25,OK
DOLLY GIRL CHILDRENS CUP,Germany,96,1.25,OK
DOLLY GIRL CHILDRENS CUP,Israel,32,1.25,OK
DOLLY GIRL CHILDRENS CUP,Malta,8,1.25,OK
DOLLY GIRL CHILDRENS CUP,Netherlands,425,1.1500000000000001,OK
DOLLY GIRL CHILDRENS CUP,Norway,16,1.25,OK
DOLLY GIRL CHILDRENS CUP,Spain,3,1.25,OK
DOLLY GIRL CHILDRENS CUP,Switzerland,24,1.25,OK
DOLLY GIRL CHILDRENS CUP,USA,8,1.25,OK
DOLLY GIRL CHILDRENS CUP,United Kingdom,612,1.2894565217391303,OK
DOLLY GIRL CHILDRENS EGG CUP,Belgium,24,1.25,OK
DOLLY GIRL CHILDRENS EGG CUP,EIRE,24,1.25,OK
DOLLY GIRL CHILDRENS EGG CUP,France,74,1.25,OK
DOLLY GIRL CHILDRENS EGG CUP,Germany,12,1.25,OK
DOLLY GIRL CHILDRENS EGG CUP,United Kingdom,771,1.2618627450980393,OK
DOLLY GIRL LUNCH BOX,Australia,1024,1.6499999999999997,OK
DOLLY GIRL LUNCH BOX,Austria,36,1.95,OK
DOLLY GIRL LUNCH BOX,Belgium,340,1.9369565217391302,OK
DOLLY GIRL LUNCH BOX,Brazil,24,1.95,OK
DOLLY GIRL LUNCH BOX,Canada,12,1.95,OK
DOLLY GIRL LUNCH BOX,Channel Islands,12,1.95,OK
DOLLY GIRL LUNCH BOX,Denmark,160,1.9124999999999999,OK
DOLLY GIRL LUNCH BOX,EIRE,562,1.8166666666666664,OK
DOLLY GIRL LUNCH BOX,France,542,1.9423076923076923,OK
DOLLY GIRL LUNCH BOX,Germany,196,1.9249999999999998,OK
DOLLY GIRL LUNCH BOX,Israel,60,1.95,OK
DOLLY GIRL LUNCH BOX,Italy,24,1.95,OK
DOLLY GIRL LUNCH BOX,Netherlands,4132,1.6909090909090907,OK
DOLLY GIRL LUNCH BOX,Norway,60,1.95,OK
DOLLY GIRL LUNCH BOX,Portugal,12,1.95,OK
DOLLY GIRL LUNCH BOX,Spain,88,1.9500000000000002,OK
DOLLY GIRL LUNCH BOX,Switzerland,48,1.95,OK
DOLLY GIRL LUNCH BOX,United Arab Emirates,12,1.95,OK
DOLLY GIRL LUNCH BOX,United Kingdom,3992,1.9714784394250513,OK
DOLLY GIRL MINI BACKPACK,Australia,104,3.95,OK
DOLLY GIRL MINI BACKPACK,Austria,4,4.15,OK
DOLLY GIRL MINI BACKPACK,Belgium,20,4.15,OK
DOLLY GIRL MINI BACKPACK,Cyprus,4,4.15,OK
DOLLY GIRL MINI BACKPACK,EIRE,4,4.15,OK
DOLLY GIRL MINI BACKPACK,France,77,4.15,OK
DOLLY GIRL MINI BACKPACK,Germany,12,4.15,OK
DOLLY GIRL MINI BACKPACK,Greece,4,4.15,OK
DOLLY GIRL MINI BACKPACK,Netherlands,201,3.85,OK
DOLLY GIRL MINI BACKPACK,Norway,4,4.15,OK
DOLLY GIRL MINI BACKPACK,Portugal,6,4.15,OK
DOLLY GIRL MINI BACKPACK,Switzerland,4,4.15,OK
DOLLY GIRL MINI BACKPACK,United Kingdom,273,4.15,OK
DOLLY GIRL MINI RUCKSACK,EIRE,4,4.15,OK
DOLLY GIRL MINI RUCKSACK,United Kingdom,4,4.15,OK
DOLLY GIRL WALL ART,United Kingdom,318,3.6090909090909093,OK
DOLLY HONEYCOMB GARLAND,Australia,12,1.65,OK
DOLLY HONEYCOMB GARLAND,France,12,1.65,OK
DOLLY HONEYCOMB GARLAND,Germany,24,1.65,OK
DOLLY HONEYCOMB GARLAND,Netherlands,192,0.65,OK
DOLLY HONEYCOMB GARLAND,United Kingdom,209,1.4625,OK
DOLLY MIXTURE CHILDREN'S UMBRELLA,Austria,6,3.25,OK
DOLLY MIXTURE CHILDREN'S UMBRELLA,EIRE,6,3.25,OK
DOLLY MIXTURE CHILDREN'S UMBRELLA,France,18,3.25,OK
DOLLY MIXTURE CHILDREN'S UMBRELLA,Lithuania,6,3.25,OK
DOLLY MIXTURE CHILDREN'S UMBRELLA,Spain,2,3.25,OK
DOLLY MIXTURE CHILDREN'S UMBRELLA,Switzerland,6,3.25,OK
DOLLY MIXTURE CHILDREN'S UMBRELLA,United Kingdom,211,3.309298245614035,OK
DOLPHIN WINDMILL,United Kingdom,1,2.12,OK
DONKEY TAIL GAME ,United Kingdom,54,3.66,OK
DOOR HANGER  MUM + DADS ROOM,France,4,1.45,OK
DOOR HANGER  MUM + DADS ROOM,Norway,24,1.45,OK
DOOR HANGER  MUM + DADS ROOM,Spain,2,1.45,OK
DOOR HANGER  MUM + DADS ROOM,United Kingdom,157,1.45,OK
DOORKNOB CERAMIC IVORY,EIRE,36,1.45,OK
DOORKNOB CRACKED GLAZE BLUE,EIRE,150,1.5499999999999998,OK
DOORKNOB CRACKED GLAZE BLUE,United Kingdom,12,1.65,OK
DOORKNOB CRACKED GLAZE GREEN,EIRE,6,1.65,OK
DOORKNOB CRACKED GLAZE GREEN,United Kingdom,6,1.65,OK
DOORKNOB CRACKED GLAZE IVORY,Channel Islands,12,1.65,OK
DOORKNOB CRACKED GLAZE IVORY,EIRE,150,1.5499999999999998,OK
DOORKNOB CRACKED GLAZE IVORY,United Kingdom,18,1.65,OK
DOORKNOB CRACKED GLAZE PINK,EIRE,6,1.65,OK
DOORKNOB CRACKED GLAZE PINK,United Kingdom,6,1.65,OK
DOORMAT 3 SMILEY CATS,Channel Islands,6,7.95,OK
DOORMAT 3 SMILEY CATS,EIRE,4,8.25,OK
DOORMAT 3 SMILEY CATS,France,10,7.08,OK
DOORMAT 3 SMILEY CATS,Greece,10,6.75,OK
DOORMAT 3 SMILEY CATS,Spain,3,7.95,OK
DOORMAT 3 SMILEY CATS,Switzerland,4,7.95,OK
DOORMAT 3 SMILEY CATS,United Kingdom,1070,7.791796407185629,OK
DOORMAT AIRMAIL ,Brazil,10,6.75,OK
DOORMAT AIRMAIL ,Denmark,10,7.08,OK
DOORMAT AIRMAIL ,France,6,7.95,OK
DOORMAT AIRMAIL ,Germany,34,7.605,OK
DOORMAT AIRMAIL ,Greece,10,6.75,OK
DOORMAT AIRMAIL ,Italy,14,8.07,OK
DOORMAT AIRMAIL ,Netherlands,40,6.915,OK
DOORMAT AIRMAIL ,Poland,2,7.95,OK
DOORMAT AIRMAIL ,Portugal,12,8.049999999999999,OK
DOORMAT AIRMAIL ,Spain,4,8.1,OK
DOORMAT AIRMAIL ,Switzerland,6,8.1,OK
DOORMAT AIRMAIL ,United Kingdom,574,7.8148437500000005,OK
DOORMAT BLACK FLOCK ,EIRE,10,6.75,OK
DOORMAT BLACK FLOCK ,France,3,8.25,OK
DOORMAT BLACK FLOCK ,Germany,6,7.95,OK
DOORMAT BLACK FLOCK ,Switzerland,2,7.95,OK
DOORMAT BLACK FLOCK ,United Kingdom,1766,7.743099415204678,OK
DOORMAT CHRISTMAS VILLAGE,Australia,20,6.75,OK
DOORMAT CHRISTMAS VILLAGE,EIRE,8,8.1,OK
DOORMAT CHRISTMAS VILLAGE,Malta,2,7.95,OK
DOORMAT CHRISTMAS VILLAGE,Switzerland,2,7.95,OK
DOORMAT CHRISTMAS VILLAGE,United Kingdom,536,9.013666666666666,OK
DOORMAT ENGLISH ROSE ,Channel Islands,12,8.01,OK
DOORMAT ENGLISH ROSE ,EIRE,22,7.836,OK
DOORMAT ENGLISH ROSE ,Finland,4,7.95,OK
DOORMAT ENGLISH ROSE ,France,26,7.35,OK
DOORMAT ENGLISH ROSE ,Germany,20,8.1,OK
DOORMAT ENGLISH ROSE ,Greece,20,6.75,OK
DOORMAT ENGLISH ROSE ,Italy,8,8.1,OK
DOORMAT ENGLISH ROSE ,Netherlands,50,6.75,OK
DOORMAT ENGLISH ROSE ,Portugal,6,7.95,OK
DOORMAT ENGLISH ROSE ,Spain,8,8.15,OK
DOORMAT ENGLISH ROSE ,Switzerland,28,7.55,OK
DOORMAT ENGLISH ROSE ,United Kingdom,1771,7.775789473684211,OK
DOORMAT FAIRY CAKE,Austria,2,7.95,OK
DOORMAT FAIRY CAKE,Belgium,12,7.5,OK
DOORMAT FAIRY CAKE,Channel Islands,8,8.049999999999999,OK
DOORMAT FAIRY CAKE,Cyprus,3,7.95,OK
DOORMAT FAIRY CAKE,EIRE,6,7.95,OK
DOORMAT FAIRY CAKE,France,2,8.25,OK
DOORMAT FAIRY CAKE,Germany,44,7.98,OK
DOORMAT FAIRY CAKE,Italy,4,8.25,OK
DOORMAT FAIRY CAKE,Netherlands,2,7.95,OK
DOORMAT FAIRY CAKE,Spain,2,8.25,OK
DOORMAT FAIRY CAKE,Switzerland,10,7.95,OK
DOORMAT FAIRY CAKE,USA,2,8.25,OK
DOORMAT FAIRY CAKE,United Kingdom,3332,7.896372093023256,OK
DOORMAT FANCY FONT HOME SWEET HOME,Channel Islands,8,8.1,OK
DOORMAT FANCY FONT HOME SWEET HOME,Cyprus,2,7.95,OK
DOORMAT FANCY FONT HOME SWEET HOME,EIRE,206,7.719545454545455,OK
DOORMAT FANCY FONT HOME SWEET HOME,France,2,8.25,OK
DOORMAT FANCY FONT HOME SWEET HOME,Germany,38,7.1325,OK
DOORMAT FANCY FONT HOME SWEET HOME,Lebanon,4,7.95,OK
DOORMAT FANCY FONT HOME SWEET HOME,Spain,18,7.83,OK
DOORMAT FANCY FONT HOME SWEET HOME,Switzerland,2,7.95,OK
DOORMAT FANCY FONT HOME SWEET HOME,United Kingdom,2808,7.878579387186629,OK
DOORMAT HEARTS,Australia,10,7.08,OK
DOORMAT HEARTS,Belgium,2,8.25,OK
DOORMAT HEARTS,Channel Islands,10,8.025,OK
DOORMAT HEARTS,EIRE,26,8.113636363636363,OK
DOORMAT HEARTS,France,6,8.1,OK
DOORMAT HEARTS,Germany,18,7.515000000000001,OK
DOORMAT HEARTS,Greece,10,6.75,OK
DOORMAT HEARTS,Italy,2,8.25,OK
DOORMAT HEARTS,Spain,6,8.15,OK
DOORMAT HEARTS,Switzerland,10,7.95,OK
DOORMAT HEARTS,United Kingdom,3171,7.94821978021978,OK
DOORMAT HOME SWEET HOME BLUE ,Australia,6,8.1,OK
DOORMAT HOME SWEET HOME BLUE ,Channel Islands,16,7.992857142857143,OK
DOORMAT HOME SWEET HOME BLUE ,Cyprus,2,7.95,OK
DOORMAT HOME SWEET HOME BLUE ,EIRE,26,7.596000000000001,OK
DOORMAT HOME SWEET HOME BLUE ,Finland,2,7.95,OK
DOORMAT HOME SWEET HOME BLUE ,France,10,7.08,OK
DOORMAT HOME SWEET HOME BLUE ,Germany,6,8.1,OK
DOORMAT HOME SWEET HOME BLUE ,Italy,8,8.1,OK
DOORMAT HOME SWEET HOME BLUE ,Netherlands,4,7.95,OK
DOORMAT HOME SWEET HOME BLUE ,Norway,4,7.95,OK
DOORMAT HOME SWEET HOME BLUE ,Poland,10,8.025,OK
DOORMAT HOME SWEET HOME BLUE ,Portugal,2,8.25,OK
DOORMAT HOME SWEET HOME BLUE ,Spain,4,7.95,OK
DOORMAT HOME SWEET HOME BLUE ,Switzerland,2,7.95,OK
DOORMAT HOME SWEET HOME BLUE ,United Kingdom,1495,7.865238095238095,OK
DOORMAT I LOVE LONDON,Cyprus,1,7.95,OK
DOORMAT I LOVE LONDON,France,6,7.95,OK
DOORMAT I LOVE LONDON,Germany,5,8.1,OK
DOORMAT I LOVE LONDON,Japan,50,7.08,OK
DOORMAT I LOVE LONDON,Spain,2,8.25,OK
DOORMAT I LOVE LONDON,United Kingdom,263,7.937619047619047,OK
DOORMAT KEEP CALM AND COME IN,Australia,16,7.55,OK
DOORMAT KEEP CALM AND COME IN,Channel Islands,6,8.25,OK
DOORMAT KEEP CALM AND COME IN,Cyprus,6,8.1,OK
DOORMAT KEEP CALM AND COME IN,EIRE,4,8.25,OK
DOORMAT KEEP CALM AND COME IN,Finland,2,7.95,OK
DOORMAT KEEP CALM AND COME IN,France,19,7.8825,OK
DOORMAT KEEP CALM AND COME IN,Germany,25,7.955000000000001,OK
DOORMAT KEEP CALM AND COME IN,Italy,6,8.1,OK
DOORMAT KEEP CALM AND COME IN,Portugal,8,8.15,OK
DOORMAT KEEP CALM AND COME IN,RSA,2,8.25,OK
DOORMAT KEEP CALM AND COME IN,Singapore,20,6.915,OK
DOORMAT KEEP CALM AND COME IN,Spain,2,8.25,OK
DOORMAT KEEP CALM AND COME IN,Switzerland,20,6.75,OK
DOORMAT KEEP CALM AND COME IN,United Kingdom,5205,7.916308186195826,OK
DOORMAT KEEP CALM AND COME IN,Unspecified,1,7.95,OK
DOORMAT MERRY CHRISTMAS RED ,EIRE,30,7.65,OK
DOORMAT MERRY CHRISTMAS RED ,Finland,6,7.95,OK
DOORMAT MERRY CHRISTMAS RED ,France,8,8.1,OK
DOORMAT MERRY CHRISTMAS RED ,Germany,10,7.08,OK
DOORMAT MERRY CHRISTMAS RED ,Malta,2,7.95,OK
DOORMAT MERRY CHRISTMAS RED ,Singapore,20,6.915,OK
DOORMAT MERRY CHRISTMAS RED ,United Kingdom,538,8.902277227722772,OK
DOORMAT MULTICOLOUR STRIPE,Channel Islands,6,8.1,OK
DOORMAT MULTICOLOUR STRIPE,EIRE,12,7.35,OK
DOORMAT MULTICOLOUR STRIPE,Germany,12,7.515000000000001,OK
DOORMAT MULTICOLOUR STRIPE,Switzerland,4,7.95,OK
DOORMAT MULTICOLOUR STRIPE,United Kingdom,1383,7.696015037593986,OK
