Week,ProductLine,Country,TotalUnits,AvgPrice,Alerta
30,Others,Japan,2136,1.9549999999999998,
30,Others,Spain,1277,4.010769230769231,
30,Others,Sweden,2764,3.8461764705882358,
30,Others,Switzerland,1173,4.375,
30,Others,United Kingdom,75487,2.653186105675147,
30,Others,Unspecified,314,3.045923076923077,
30,Planes,Austria,6,2.25,
30,Planes,Spain,12,1.25,
30,Planes,United Kingdom,36,3.25,
31,Classic Cars,Belgium,8,3.95,
31,Classic Cars,EIRE,22,1.9300000000000002,
31,Classic Cars,France,36,1.2633333333333334,
31,Classic Cars,Germany,12,0.85,
31,Classic Cars,Iceland,60,2.1,
31,Classic Cars,Italy,18,2.9500000000000006,
31,Classic Cars,Spain,6,5.35,
31,Classic Cars,Switzerland,74,2.27625,
31,Classic Cars,United Kingdom,4808,1.4847154471544717,
31,Motorcycles,United Kingdom,42,0.38999999999999996,
31,Others,Belgium,449,4.485344827586206,
31,Others,Channel Islands,172,4.499230769230769,
31,Others,EIRE,2986,3.4997093023255816,
31,Others,Finland,145,4.9670588235294115,
31,Others,France,1476,2.867948717948718,
31,Others,Germany,2745,2.884357976653696,
31,Others,Iceland,205,3.017058823529412,
31,Others,Italy,440,5.143846153846154,
31,Others,Poland,137,4.62,
31,Others,Spain,179,7.033235294117647,
31,Others,Sweden,960,0.5549999999999999,
31,Others,Switzerland,2451,3.018952380952381,
31,Others,United Kingdom,81648,2.887640577507599,
31,Planes,EIRE,6,1.25,
31,Planes,France,6,2.55,
31,Planes,Germany,12,2.25,
31,Planes,Iceland,12,4.25,
31,Planes,Switzerland,4,4.25,
31,Planes,United Kingdom,74,1.6916666666666667,
32,Classic Cars,Austria,48,0.42,
32,Classic Cars,Belgium,10,1.65,
32,Classic Cars,EIRE,249,5.9270000000000005,
32,Classic Cars,Finland,24,0.42,
32,Classic Cars,Germany,24,0.42,
32,Classic Cars,Italy,20,1.65,
32,Classic Cars,Netherlands,676,0.49624999999999997,
32,Classic Cars,Norway,14,4.0,
32,Classic Cars,United Kingdom,3155,1.2015714285714287,
32,Motorcycles,United Kingdom,5,0.39,
32,Others,Australia,374,2.426,
32,Others,Austria,502,3.1833333333333336,
32,Others,Belgium,505,2.105609756097561,
32,Others,Denmark,338,2.680625,
32,Others,EIRE,2977,3.1917679558011054,
32,Others,Finland,361,3.9204545454545454,
32,Others,France,380,3.53390243902439,
32,Others,Germany,284,3.855,
32,Others,Italy,501,1.7866666666666668,
32,Others,Netherlands,23228,2.1313392857142857,
32,Others,Norway,622,5.3408,
32,Others,Sweden,85,12.864285714285714,
32,Others,Switzerland,62,7.795,
32,Others,United Kingdom,56820,3.4381339712918657,
32,Planes,United Kingdom,34,2.9899999999999998,
33,Classic Cars,Austria,54,0.9259999999999999,
33,Classic Cars,EIRE,34,25.625,
33,Classic Cars,France,108,0.415,
33,Classic Cars,Germany,12,0.42,
33,Classic Cars,Israel,36,0.95,
33,Classic Cars,Malta,54,0.8800000000000001,
33,Classic Cars,Portugal,30,1.65,
33,Classic Cars,Spain,51,0.526,
33,Classic Cars,Switzerland,24,0.835,
33,Classic Cars,United Kingdom,2758,2.027338403041825,
33,Motorcycles,United Kingdom,17,0.39,
33,Others,Australia,12196,2.254845360824742,
33,Others,Austria,186,4.06,
33,Others,Belgium,590,3.5907317073170733,
33,Others,Channel Islands,800,1.79,
33,Others,EIRE,1967,2.9047972972972973,
33,Others,France,2094,3.2176608187134503,
33,Others,Germany,1344,3.749117647058824,
33,Others,Israel,2992,4.162307692307692,
33,Others,Malta,249,4.68675,
33,Others,Portugal,996,1.24775,
33,Others,Spain,192,3.339814814814815,
33,Others,Sweden,72,6.964999999999999,
33,Others,Switzerland,383,3.735,
33,Others,United Kingdom,70315,2.8322609340252036,
33,Planes,Germany,12,4.25,
33,Planes,United Kingdom,848,3.2262500000000003,
34,Classic Cars,Belgium,25,0.42,
34,Classic Cars,Channel Islands,26,5.33,
34,Classic Cars,EIRE,6,34.583333333333336,
34,Classic Cars,France,154,0.6092307692307692,
34,Classic Cars,Germany,54,0.9259999999999999,
34,Classic Cars,Italy,4,3.95,
34,Classic Cars,Netherlands,216,0.36000000000000004,
34,Classic Cars,Spain,44,2.532857142857143,
34,Classic Cars,United Kingdom,3210,1.2037201365187713,
34,Motorcycles,United Kingdom,130,0.39,
34,Others,Belgium,333,5.130526315789474,
34,Others,Canada,52,0.998,
34,Others,Channel Islands,1011,4.531260504201681,
34,Others,EIRE,844,3.498970588235294,
34,Others,Finland,163,5.6155,
34,Others,France,2554,2.825829596412556,
34,Others,Germany,3366,3.090627615062761,
34,Others,Italy,164,5.832352941176471,
34,Others,Malta,79,7.015000000000001,
34,Others,Netherlands,5180,3.020731707317073,
34,Others,Spain,1073,2.6309022556390977,
34,Others,Sweden,197,3.401904761904762,
34,Others,United Kingdom,74321,2.6521144647864094,
34,Others,Unspecified,185,6.369999999999999,
34,Planes,France,6,2.25,
34,Planes,United Kingdom,57,2.6785714285714284,
35,Classic Cars,Australia,72,0.36,
35,Classic Cars,Belgium,24,0.42,
35,Classic Cars,EIRE,144,0.72,
35,Classic Cars,France,16,1.69,
35,Classic Cars,Germany,88,1.2344444444444445,
35,Classic Cars,Spain,11,1.4433333333333334,
35,Classic Cars,United Arab Emirates,36,0.42,
35,Classic Cars,United Kingdom,3184,1.8418131868131866,
35,Motorcycles,Germany,8,0.39,
35,Motorcycles,United Kingdom,38,0.38999999999999996,
35,Others,Australia,2764,1.36375,
35,Others,Belgium,435,2.8482142857142856,
35,Others,EIRE,3475,4.022692307692308,
35,Others,Finland,87,6.1018181818181825,
35,Others,France,2048,4.446896551724138,
35,Others,Germany,3582,3.452908496732026,
35,Others,Norway,211,5.2675,
35,Others,Poland,49,20.895,
35,Others,Portugal,227,1.9795000000000003,
35,Others,Spain,44,5.696428571428571,
35,Others,Sweden,163,3.164285714285714,
35,Others,United Arab Emirates,449,3.34,
35,Others,United Kingdom,52706,2.9463951515151514,
35,Planes,France,16,2.75,
35,Planes,Germany,20,3.0,
35,Planes,United Kingdom,52,3.0625,
36,Classic Cars,Belgium,60,0.42000000000000004,
36,Classic Cars,EIRE,287,10.595333333333334,
36,Classic Cars,France,252,0.5306666666666666,
36,Classic Cars,Germany,4,3.95,
36,Classic Cars,Netherlands,60,0.42,
36,Classic Cars,Norway,96,0.42,
36,Classic Cars,Spain,12,0.42,
36,Classic Cars,United Kingdom,4656,1.5142708333333335,
36,Motorcycles,United Kingdom,29,0.39,
36,Others,Australia,82,1.815,
36,Others,Belgium,300,4.135945945945946,
36,Others,EIRE,8366,3.183082191780822,
36,Others,France,3738,2.8430835734870317,
36,Others,Germany,2390,3.360802139037433,
36,Others,Netherlands,1098,2.7019298245614034,
36,Others,Norway,1741,2.782368421052632,
36,Others,Poland,253,6.295,
36,Others,Spain,465,6.257540983606557,
36,Others,Switzerland,5,40.0,
36,Others,United Kingdom,79363,2.776300978179082,
36,Planes,Belgium,12,4.25,
36,Planes,Norway,12,1.25,
36,Planes,United Kingdom,561,3.206875,
37,Classic Cars,Australia,36,0.42,
37,Classic Cars,EIRE,16,27.075,
37,Classic Cars,France,24,0.42,
37,Classic Cars,Germany,3,12.5,
37,Classic Cars,Netherlands,72,3.4500000000000006,
37,Classic Cars,Switzerland,24,0.42,
37,Classic Cars,United Kingdom,4439,1.2919662921348314,
37,Motorcycles,United Kingdom,36,0.39,
37,Others,Australia,281,3.118387096774194,
37,Others,EIRE,981,2.5102898550724637,
37,Others,Finland,73,12.7125,
37,Others,France,1718,3.6002857142857145,
37,Others,Germany,958,3.9915873015873014,
37,Others,Japan,144,0.7424999999999999,
37,Others,Netherlands,4879,6.23462962962963,
37,Others,Norway,178,5.0954999999999995,
37,Others,Sweden,4072,1.2217647058823529,
37,Others,Switzerland,356,4.2248484848484855,
37,Others,United Kingdom,97321,3.172457237681899,
37,Planes,EIRE,48,3.95,
37,Planes,United Kingdom,32,3.1,
38,Classic Cars,Belgium,10,1.65,
38,Classic Cars,EIRE,82,12.222222222222221,
38,Classic Cars,France,155,0.5822222222222222,
38,Classic Cars,Germany,84,0.42,
38,Classic Cars,Netherlands,532,0.578,
38,Classic Cars,Portugal,10,1.65,
38,Classic Cars,Spain,84,1.10625,
38,Classic Cars,United Kingdom,5019,1.832983682983683,
38,Motorcycles,United Kingdom,4,1.08,
38,Others,Australia,478,2.6313636363636363,
38,Others,Belgium,1010,3.448395061728395,
38,Others,Channel Islands,583,3.5879166666666666,
38,Others,Cyprus,33,5.95,
38,Others,Denmark,1176,4.4141176470588235,
38,Others,EIRE,3892,3.9027864583333334,
38,Others,Finland,355,5.872777777777778,
38,Others,France,3783,3.6336636636636634,
38,Others,Germany,4496,3.06137339055794,
38,Others,Italy,48,7.1066666666666665,
38,Others,Netherlands,10668,3.43325,
38,Others,Norway,2365,3.3245070422535212,
38,Others,Portugal,662,2.8400000000000003,
38,Others,Spain,1793,3.5199999999999996,
38,Others,Switzerland,2409,3.3802222222222227,
38,Others,United Arab Emirates,1,37.5,
38,Others,United Kingdom,123871,3.0014440379558707,
38,Planes,EIRE,10,3.35,
38,Planes,Spain,6,2.55,
38,Planes,United Kingdom,36,2.914,
39,Classic Cars,Australia,20,1.65,
39,Classic Cars,Belgium,12,0.42,
39,Classic Cars,EIRE,129,25.537,
39,Classic Cars,France,224,0.42,
39,Classic Cars,Germany,54,2.064,
39,Classic Cars,Sweden,20,0.42,
39,Classic Cars,Switzerland,38,2.625,
39,Classic Cars,United Kingdom,6619,1.6166920152091255,
39,Motorcycles,United Kingdom,92,0.39,
39,Others,Australia,346,2.232142857142857,
39,Others,Belgium,251,4.652105263157895,
39,Others,Channel Islands,181,2.0894117647058827,
39,Others,Denmark,428,3.2046428571428573,
39,Others,EIRE,4698,3.480042735042735,
39,Others,France,2172,3.543354037267081,
39,Others,Germany,1245,3.509745762711864,
39,Others,Norway,52,7.860714285714286,
39,Others,Spain,323,2.305263157894737,
39,Others,Sweden,89,7.786666666666666,
39,Others,Switzerland,1423,2.8854205607476637,
39,Others,United Kingdom,97398,2.8490661420914583,
39,Planes,Belgium,4,4.25,
39,Planes,Denmark,4,4.25,
39,Planes,EIRE,8,4.25,
39,Planes,United Kingdom,67,2.738888888888889,
40,Classic Cars,Australia,952,1.645,
40,Classic Cars,Belgium,12,0.42,
40,Classic Cars,EIRE,1,50.0,
40,Classic Cars,France,140,0.6753846153846154,
40,Classic Cars,Germany,140,1.2927272727272727,
40,Classic Cars,Israel,3,1.1,
40,Classic Cars,Netherlands,4,0.835,
40,Classic Cars,Portugal,62,1.3711764705882352,
40,Classic Cars,Switzerland,24,0.835,
40,Classic Cars,United Kingdom,7170,1.8715799614643547,
40,Motorcycles,United Kingdom,85,0.39,
40,Others,Australia,6449,3.7303,
40,Others,Belgium,106,4.286875,
40,Others,Channel Islands,1095,2.8270370370370372,
40,Others,Cyprus,378,4.748666666666667,
40,Others,Czech Republic,325,4.938,
40,Others,Denmark,637,4.615,
40,Others,EIRE,676,4.061891891891892,
40,Others,Finland,73,21.875,
40,Others,France,1931,3.1577985074626866,
40,Others,Germany,6539,3.8896524064171123,
40,Others,Israel,96,2.671875,
40,Others,Netherlands,569,5.324705882352941,
40,Others,Portugal,1061,2.051747572815534,
40,Others,Spain,223,5.658571428571428,
40,Others,Switzerland,1626,2.826734693877551,
40,Others,United Kingdom,134852,3.2403351955307262,
40,Planes,Spain,4,4.25,
40,Planes,United Kingdom,214,3.3579166666666667,
41,Classic Cars,Belgium,24,0.42,
41,Classic Cars,Cyprus,32,2.6,
41,Classic Cars,EIRE,344,9.413478260869566,
41,Classic Cars,France,236,0.7084615384615384,
41,Classic Cars,Germany,72,0.42000000000000004,
41,Classic Cars,Portugal,16,2.185,
41,Classic Cars,RSA,6,4.15,
41,Classic Cars,Switzerland,48,0.5275,
41,Classic Cars,USA,64,1.0083333333333335,
41,Classic Cars,United Kingdom,4890,1.9887764705882354,
41,Motorcycles,EIRE,36,0.39,
41,Motorcycles,United Kingdom,365,0.38999999999999996,
41,Others,Belgium,1853,2.7359999999999998,
41,Others,Channel Islands,312,2.7195238095238095,
41,Others,Cyprus,625,7.866039603960396,
41,Others,Denmark,136,3.043333333333333,
41,Others,EIRE,4222,2.973609022556391,
41,Others,Finland,705,4.276865671641791,
41,Others,France,3768,3.222541899441341,
41,Others,Germany,2832,5.811423220973783,
41,Others,Italy,60,6.616428571428571,
41,Others,Norway,87,10.793684210526315,
41,Others,Portugal,1639,3.565405405405405,
41,Others,RSA,345,4.35625,
41,Others,Singapore,599,5.2925,
41,Others,Spain,1006,7.282,
41,Others,Sweden,1,15.0,
41,Others,Switzerland,871,3.5524050632911393,
41,Others,USA,1158,2.2301063829787235,
41,Others,United Kingdom,85317,2.9860906415538553,
41,Planes,EIRE,16,4.25,
41,Planes,France,32,2.675,
41,Planes,USA,6,2.25,
41,Planes,United Kingdom,56,1.8499999999999999,
42,Classic Cars,Austria,24,0.42,
42,Classic Cars,Belgium,32,2.85,
42,Classic Cars,EIRE,226,9.51,
42,Classic Cars,Germany,478,0.7741935483870968,
42,Classic Cars,Netherlands,2332,1.4561111111111111,
42,Classic Cars,Spain,56,1.9425,
42,Classic Cars,Sweden,1072,0.586,
42,Classic Cars,United Kingdom,7278,1.5189328063241108,
42,Motorcycles,Spain,5,0.39,
42,Motorcycles,United Kingdom,10,0.38999999999999996,
42,Others,Austria,467,3.5828846153846152,
42,Others,Belgium,346,3.8871875,
42,Others,Cyprus,380,2.967142857142857,
42,Others,Denmark,96,7.080000000000001,
42,Others,EIRE,9585,3.226546762589928,
42,Others,France,1263,3.49527027027027,
42,Others,Germany,5915,3.007116704805492,
42,Others,Italy,846,2.675076923076923,
42,Others,Netherlands,18556,2.7052061855670106,
42,Others,Portugal,372,25.37310344827586,
42,Others,Singapore,2,3034.0299999999997,
42,Others,Spain,1173,2.8194117647058823,
42,Others,Sweden,4880,1.4392000000000003,
42,Others,USA,489,2.6962499999999996,
42,Others,United Kingdom,91532,2.9184547461368653,
42,Planes,Germany,34,2.45,
42,Planes,United Kingdom,52,3.0961538461538463,
43,Classic Cars,Belgium,36,1.655,
43,Classic Cars,EIRE,2,50.0,
43,Classic Cars,France,24,0.42,
43,Classic Cars,Germany,20,0.42,
43,Classic Cars,Italy,18,2.6,
43,Classic Cars,Netherlands,100,1.45,
43,Classic Cars,Norway,184,0.5941666666666666,
43,Classic Cars,Spain,24,0.19,
43,Classic Cars,Switzerland,100,1.56,
43,Classic Cars,United Kingdom,5942,1.6788277087033747,
43,Motorcycles,United Kingdom,55,0.5781818181818182,
43,Others,Belgium,603,5.092236842105263,
43,Others,EIRE,404,3.5574285714285714,
43,Others,Finland,284,4.376,
43,Others,France,5973,70.68272000000002,
43,Others,Germany,1215,4.250530973451327,
43,Others,Italy,588,4.48457627118644,
43,Others,Japan,1124,2.05125,
43,Others,Netherlands,5669,1.7696296296296297,
43,Others,Norway,1421,3.361348314606742,
43,Others,Spain,1861,3.7235403726708074,
43,Others,Sweden,198,4.968125000000001,
43,Others,Switzerland,1863,2.7082644628099173,
43,Others,United Kingdom,117827,2.8874252723717295,
43,Planes,Belgium,10,3.25,
43,Planes,France,24,2.15,
43,Planes,United Kingdom,58,3.4415789473684213,
44,Classic Cars,Australia,24,0.42,
44,Classic Cars,Belgium,61,2.8024999999999998,
44,Classic Cars,EIRE,79,8.791428571428572,
44,Classic Cars,France,170,1.02875,
44,Classic Cars,Germany,8,3.95,
44,Classic Cars,Iceland,100,1.258,
44,Classic Cars,Italy,1,9.95,
44,Classic Cars,Netherlands,146,0.39,
44,Classic Cars,Poland,24,0.42,
44,Classic Cars,Spain,3,4.15,
44,Classic Cars,Sweden,20,0.42,
44,Classic Cars,Switzerland,504,0.42000000000000004,
44,Classic Cars,United Kingdom,6612,1.6024225865209472,
44,Motorcycles,United Kingdom,70,0.39,
44,Others,Australia,720,2.368,
44,Others,Belgium,852,4.273296703296704,
44,Others,Channel Islands,638,4.1171875,
44,Others,EIRE,1207,3.35488,
44,Others,Finland,379,9.225833333333332,
44,Others,France,2944,2.6493410852713177,
44,Others,Germany,1855,3.598809523809524,
44,Others,Iceland,560,2.64925,
44,Others,Italy,135,8.7075,
44,Others,Netherlands,2586,2.0586363636363636,
44,Others,Norway,273,5.700645161290322,
44,Others,Poland,917,2.718,
44,Others,Portugal,80,3.4408333333333334,
44,Others,Spain,460,3.5476543209876543,
44,Others,Sweden,557,2.6163157894736844,
44,Others,Switzerland,2204,3.9077272727272727,
44,Others,United Kingdom,124142,2.9150602727672683,
44,Planes,Belgium,4,4.25,
44,Planes,Iceland,16,4.25,
44,Planes,United Kingdom,489,3.1852941176470586,
45,Classic Cars,Austria,24,0.42,
45,Classic Cars,Belgium,28,1.8066666666666666,
45,Classic Cars,EIRE,353,18.398571428571426,
45,Classic Cars,France,207,1.3038461538461539,
45,Classic Cars,Germany,107,0.5122222222222221,
45,Classic Cars,Netherlands,288,0.5933333333333334,
45,Classic Cars,Spain,18,2.285,
45,Classic Cars,Sweden,72,0.39,
45,Classic Cars,United Kingdom,6863,1.398777969018933,
45,Motorcycles,United Kingdom,95,0.39,
45,Others,Austria,351,3.482857142857143,
45,Others,Belgium,583,3.4620833333333336,
45,Others,EIRE,4888,3.2603968253968256,
45,Others,France,4201,2.770424403183024,
45,Others,Germany,2020,8.059192825112108,
45,Others,Netherlands,7498,2.7129032258064516,
45,Others,Portugal,255,3.9655,
45,Others,Spain,678,4.301176470588236,
45,Others,Sweden,77,6.009090909090909,
45,Others,Switzerland,64,7.97,
45,Others,United Kingdom,128147,2.809522688020097,
45,Planes,United Kingdom,81,3.20625,
46,Classic Cars,Austria,12,0.42,
46,Classic Cars,Belgium,37,2.8024999999999998,
46,Classic Cars,Channel Islands,1,50.0,
46,Classic Cars,Cyprus,37,0.5966666666666667,
46,Classic Cars,Denmark,76,0.9259999999999999,
46,Classic Cars,EIRE,265,14.497894736842104,
46,Classic Cars,Finland,4,6.75,
46,Classic Cars,France,138,0.6775,
46,Classic Cars,Germany,112,1.11875,
46,Classic Cars,Japan,100,1.04,
46,Classic Cars,Portugal,24,3.2750000000000004,
46,Classic Cars,United Kingdom,5965,1.707923076923077,
46,Motorcycles,United Kingdom,45,0.39,
46,Others,Australia,3130,2.0562962962962965,
46,Others,Austria,330,4.3384374999999995,
46,Others,Belgium,937,4.293444444444445,
46,Others,Channel Islands,77,2.605,
46,Others,Cyprus,261,2.4810526315789474,
46,Others,Denmark,949,2.105294117647059,
46,Others,EIRE,5550,3.6598581560283687,
46,Others,Finland,329,7.540454545454545,
46,Others,France,4365,3.607252747252747,
46,Others,Germany,4821,3.7523511904761904,
46,Others,Italy,713,4.41828125,
46,Others,Japan,2110,3.2133333333333334,
46,Others,Malta,186,9.659166666666666,
46,Others,Netherlands,336,4.647692307692308,
46,Others,Norway,240,5.471764705882353,
46,Others,Portugal,206,4.681,
46,Others,Spain,985,3.846511627906977,
46,Others,Sweden,1127,3.917894736842105,
46,Others,Switzerland,669,1.779318181818182,
46,Others,United Kingdom,123365,2.8456803912979995,
46,Planes,Cyprus,2,4.25,
46,Planes,EIRE,12,1.65,
46,Planes,France,18,2.0999999999999996,
46,Planes,Germany,6,2.25,
46,Planes,United Kingdom,75,3.1376190476190478,
47,Classic Cars,EIRE,77,25.595,
47,Classic Cars,France,199,0.8193333333333334,
47,Classic Cars,Germany,146,0.6036363636363636,
47,Classic Cars,Italy,52,0.6966666666666667,
47,Classic Cars,Netherlands,74,5.154999999999999,
47,Classic Cars,Norway,16,1.69,
47,Classic Cars,Spain,200,1.45,
47,Classic Cars,Switzerland,32,0.42,
47,Classic Cars,United Kingdom,8011,1.7134477611940298,
47,Motorcycles,United Kingdom,66,0.39,
47,Others,Australia,224,2.1350000000000002,
47,Others,Belgium,185,2.638095238095238,
47,Others,EIRE,2548,2.972215909090909,
47,Others,Finland,73,21.875,
47,Others,France,2433,3.632183908045977,
47,Others,Germany,3286,3.8182042253521122,
47,Others,Italy,1247,7.075514018691589,
47,Others,Netherlands,7684,2.8791549295774646,
47,Others,Norway,578,4.40375,
47,Others,Portugal,526,3.4763636363636365,
47,Others,Spain,1046,4.8944117647058825,
47,Others,Sweden,120,8.706666666666667,
47,Others,Switzerland,153,4.8915,
47,Others,United Kingdom,113283,2.8362576080340838,
47,Planes,EIRE,6,2.25,
47,Planes,France,6,1.65,
47,Planes,Germany,2,4.25,
47,Planes,United Kingdom,97,3.1090909090909093,
48,Classic Cars,Australia,12,1.25,
48,Classic Cars,Belgium,86,0.42000000000000004,
48,Classic Cars,Denmark,24,0.65,
48,Classic Cars,EIRE,191,14.731666666666667,
48,Classic Cars,France,450,0.9255000000000001,
48,Classic Cars,Germany,84,0.586,
48,Classic Cars,Japan,66,0.775,
48,Classic Cars,Norway,264,0.42,
48,Classic Cars,Portugal,14,1.65,
48,Classic Cars,Spain,100,1.45,
48,Classic Cars,USA,48,0.42,
48,Classic Cars,United Kingdom,8286,1.7149566294919456,
48,Motorcycles,United Kingdom,26,0.4855555555555556,
48,Others,Australia,95,5.588461538461539,
48,Others,Belgium,965,3.371025641025641,
48,Others,Denmark,488,1.8696153846153847,
48,Others,EIRE,4872,3.6958333333333333,
48,Others,Finland,705,7.002916666666667,
48,Others,France,5792,3.536216216216216,
48,Others,Germany,4061,3.716805194805195,
48,Others,Italy,164,4.104166666666667,
48,Others,Japan,2170,2.3754545454545455,
48,Others,Lithuania,622,2.8629411764705885,
48,Others,Netherlands,148,6.348333333333334,
48,Others,Norway,3851,2.0010687022900764,
48,Others,Poland,140,2.37375,
48,Others,Portugal,1085,3.130363636363636,
48,Others,Spain,417,2.1551428571428572,
48,Others,Switzerland,261,6.579047619047619,
48,Others,USA,148,1.7242857142857144,
48,Others,United Kingdom,188155,2.9803563863588223,
48,Planes,EIRE,16,2.95,
48,Planes,France,10,3.25,
48,Planes,Germany,36,1.45,
48,Planes,Norway,36,1.45,
48,Planes,United Kingdom,179,2.5527450980392157,
49,Classic Cars,Belgium,32,1.1199999999999999,
49,Classic Cars,Channel Islands,29,18.7875,
49,Classic Cars,Denmark,12,0.85,
49,Classic Cars,EIRE,97,16.506999999999998,
49,Classic Cars,France,229,0.7736842105263158,
49,Classic Cars,Germany,96,0.5237499999999999,
49,Classic Cars,Greece,58,0.6659999999999999,
49,Classic Cars,Iceland,64,1.2633333333333334,
49,Classic Cars,Japan,360,0.36,
49,Classic Cars,Netherlands,792,0.45999999999999996,
49,Classic Cars,Norway,264,0.42,
49,Classic Cars,Portugal,50,1.6300000000000001,
49,Classic Cars,Spain,4,1.69,
49,Classic Cars,United Kingdom,11727,1.5403830369357046,
49,Motorcycles,United Kingdom,61,0.82,
49,Others,Australia,214,2.72625,
49,Others,Austria,148,9.225714285714286,
49,Others,Belgium,567,3.564375,
49,Others,Channel Islands,111,5.893888888888889,
49,Others,Denmark,615,4.244,
49,Others,EIRE,4202,3.650771349862259,
49,Others,France,4030,3.44369696969697,
49,Others,Germany,5007,4.282558823529412,
49,Others,Greece,178,5.162258064516129,
49,Others,Iceland,443,2.5023684210526316,
49,Others,Italy,45,8.05625,
49,Others,Japan,3537,2.107045454545455,
49,Others,Lithuania,30,2.1,
49,Others,Netherlands,7166,2.5084810126582275,
49,Others,Norway,3749,2.55007299270073,
49,Others,Portugal,1213,4.431037037037037,
49,Others,Spain,337,2.470096153846154,
49,Others,Sweden,40,5.95,
49,Others,USA,408,2.033809523809524,
49,Others,United Kingdom,280671,2.855079731661718,
49,Planes,EIRE,4,4.25,
49,Planes,Germany,18,2.25,
49,Planes,Iceland,4,4.25,
49,Planes,Norway,36,1.45,
49,Planes,United Kingdom,215,2.824347826086956,
50,Classic Cars,Belgium,16,1.69,
50,Classic Cars,EIRE,26,26.41,
50,Classic Cars,France,2,1.45,
50,Classic Cars,Germany,24,2.516666666666667,
50,Classic Cars,Portugal,14,3.15,
50,Classic Cars,Spain,72,0.42000000000000004,
50,Classic Cars,United Kingdom,2187,1.399438202247191,
50,Motorcycles,France,1,1.25,
50,Motorcycles,United Kingdom,2,1.25,
50,Others,Australia,146,3.5100000000000002,
50,Others,Austria,51,8.0875,
50,Others,Belgium,269,4.932068965517241,
50,Others,Cyprus,917,2.393734939759036,
50,Others,EIRE,861,3.966338028169014,
50,Others,Finland,1254,2.9176470588235297,
50,Others,France,530,2.200135135135135,
50,Others,Germany,1949,4.218222222222223,
50,Others,Portugal,179,3.906,
50,Others,Spain,328,4.4736,
50,Others,Sweden,3954,1.6276923076923078,
50,Others,United Kingdom,83495,3.240085186938003,
50,Planes,France,2,4.25,
50,Planes,Germany,24,1.75,
50,Planes,United Kingdom,135,2.65,
51,Classic Cars,Belgium,8,1.69,
51,Classic Cars,EIRE,13,25.425,
51,Classic Cars,France,25,50.28,
51,Classic Cars,Switzerland,72,0.42000000000000004,
51,Classic Cars,United Kingdom,304,2.1345161290322583,
51,Others,Belgium,934,1.7217307692307693,
51,Others,EIRE,439,4.110975609756098,
51,Others,France,822,3.2076470588235293,
51,Others,Germany,1169,3.4052325581395353,
51,Others,Italy,131,6.78125,
51,Others,Netherlands,6714,2.0691428571428574,
51,Others,Switzerland,508,2.3572972972972974,
51,Others,United Kingdom,19624,3.3157468727005153,
51,Planes,Switzerland,24,1.25,
51,Planes,United Kingdom,22,2.6666666666666665,
