StockCode,Month,Quantity,TotalSales
20867,2010-12,74,92.5
20867,2011-01,2,2.5
20867,2011-02,12,15.0
20867,2011-03,12,15.0
20867,2011-04,24,30.0
20867,2011-05,5,6.25
20867,2011-06,24,27.72
20867,2011-09,2,2.5
20867,2011-10,7,8.75
20867,2011-11,23,28.75
20867,2011-12,2,2.5
20868,2010-12,6,7.5
20868,2011-03,3,3.75
20868,2011-05,1,1.25
20868,2011-07,32,12.48
20868,2011-08,7,2.73
20868,2011-09,20,7.800000000000001
20868,2011-10,27,10.530000000000001
20868,2011-11,278,110.49000000000001
20868,2011-12,7,2.73
20869,2011-06,1,0.39
20869,2011-08,7,2.73
20869,2011-09,20,7.800000000000001
20869,2011-10,26,10.14
20869,2011-11,79,30.810000000000002
20869,2011-12,6,2.34
20878,2010-12,25,31.25
20886,2010-12,49,95.55
20886,2011-01,44,85.8
20886,2011-02,22,42.9
20886,2011-03,60,117.0
20886,2011-04,25,48.75
20886,2011-05,121,205.95000000000002
20886,2011-06,26,50.699999999999996
20886,2011-07,45,87.75
20886,2011-08,24,46.8
20886,2011-09,18,35.1
20886,2011-10,15,29.25
20886,2011-11,4,7.8
20892,2010-12,1,12.75
20893,2010-12,144,302.40000000000003
20893,2011-01,13,33.15
20893,2011-03,2,5.1
20893,2011-04,1,2.55
20893,2011-06,4,10.2
20893,2011-07,7,17.849999999999998
20893,2011-09,1,2.55
20893,2011-10,22,56.099999999999994
20893,2011-11,6,15.299999999999999
20893,2011-12,59,123.9
20894,2010-12,4,11.8
20894,2011-02,1,2.95
20894,2011-09,5,14.75
20894,2011-10,2,5.9
20894,2011-11,13,38.35000000000001
20897,2010-12,6,17.700000000000003
20897,2011-01,2,5.9
20897,2011-02,8,23.6
20897,2011-05,6,17.700000000000003
20897,2011-06,6,17.700000000000003
20897,2011-07,6,17.700000000000003
20897,2011-08,51,130.04999999999998
20898,2011-01,13,38.35000000000001
20898,2011-06,6,17.700000000000003
20898,2011-07,1,2.95
20898,2011-10,5,14.75
20901,2011-06,2,12.7
20901,2011-11,2,12.7
20902,2010-12,2,12.7
20902,2011-02,26,145.89999999999998
20902,2011-03,2,12.7
20902,2011-04,2,12.7
20902,2011-08,1,6.35
20903,2010-12,2,12.7
20903,2011-01,2,12.7
20903,2011-02,2,12.7
20903,2011-03,2,12.7
20903,2011-04,4,25.4
20903,2011-05,2,12.7
20903,2011-08,4,25.4
20903,2011-10,2,12.7
20906,2010-12,1,2.95
20906,2011-04,2,5.9
20910,2010-12,8,50.8
20914,2010-12,462,1266.9
20914,2011-01,606,1608.5
20914,2011-02,338,939.5000000000001
20914,2011-03,335,962.6500000000001
20914,2011-04,351,997.0500000000001
20914,2011-05,451,1266.45
20914,2011-06,410,1158.3
20914,2011-07,890,2513.5
20914,2011-08,552,1532.4
20914,2011-09,509,1433.99
20914,2011-10,382,1096.3000000000002
20914,2011-11,752,2134.8
20914,2011-12,132,393.64000000000004
20931,2010-12,1,3.75
20931,2011-01,6,22.5
20931,2011-02,42,138.3
20931,2011-03,12,45.0
20931,2011-04,16,60.0
20931,2011-05,12,35.400000000000006
20931,2011-06,24,70.80000000000001
20931,2011-07,13,38.35000000000001
20931,2011-09,18,53.10000000000001
20931,2011-10,1,2.95
20931,2011-11,103,303.85
20931,2011-12,15,20.45
20932,2010-12,1,3.75
20932,2011-01,4,15.0
20932,2011-02,9,33.75
20932,2011-03,1,3.75
20932,2011-04,12,45.0
20932,2011-06,13,38.35000000000001
20932,2011-07,1,2.95
20932,2011-09,37,109.15000000000002
20932,2011-11,74,218.3
20932,2011-12,37,46.25
20933,2011-01,4,15.0
20933,2011-04,12,35.400000000000006
20933,2011-08,1,2.95
20933,2011-10,4,11.8
20933,2011-11,1,2.95
20933,2011-12,1,2.95
20934,2011-01,6,32.7
20934,2011-02,7,38.15
20934,2011-03,4,21.8
20934,2011-04,7,38.15
20934,2011-06,1,5.45
20934,2011-07,2,10.9
20934,2011-08,4,21.8
20934,2011-09,8,43.6
20934,2011-10,13,70.85000000000001
20934,2011-11,2,10.9
20935,2011-09,1,2.95
20935,2011-11,5,14.75
20936,2010-12,9,26.550000000000004
20936,2011-01,3,8.850000000000001
20936,2011-02,1,2.95
20936,2011-04,8,23.6
20936,2011-05,16,47.2
20936,2011-07,1,2.95
20936,2011-08,1,2.95
20936,2011-09,32,97.24000000000001
20936,2011-11,20,59.440000000000005
20936,2011-12,1,1.25
20941,2010-12,8,10.0
20941,2011-01,1,1.25
20941,2011-02,20,25.0
20941,2011-03,8,10.0
20941,2011-04,12,15.0
20941,2011-05,6,7.5
20941,2011-06,1,1.25
20941,2011-07,5,6.25
20956,2010-12,79,98.75
20956,2011-01,12,15.0
20956,2011-02,8,10.0
20956,2011-03,12,15.0
20956,2011-05,1,1.25
20956,2011-06,12,15.0
20956,2011-08,63,78.75
20956,2011-09,183,232.38
20956,2011-10,113,141.25
20956,2011-11,217,271.25
20956,2011-12,30,37.5
20961,2010-12,258,322.5
20961,2011-01,57,71.25
20961,2011-02,52,65.0
20961,2011-03,16,20.0
20961,2011-04,49,61.25
20961,2011-05,75,93.75
20961,2011-06,12,15.0
20961,2011-07,1,1.25
20961,2011-08,46,57.5
20961,2011-09,48,61.21
20961,2011-10,99,126.17
20961,2011-11,233,305.77
20961,2011-12,83,104.96000000000001
20963,2010-12,292,365.0
20963,2011-01,53,66.25
20963,2011-03,15,18.75
20963,2011-04,72,90.0
20963,2011-05,87,108.75
20963,2011-06,53,66.25
20963,2011-07,11,13.75
20963,2011-08,56,70.0
20963,2011-09,78,98.71
20963,2011-10,78,104.76
20963,2011-11,254,329.6
20963,2011-12,53,68.67
20964,2011-05,2,5.1
20966,2010-12,305,381.25
20966,2011-01,57,71.25
20966,2011-02,226,244.5
20966,2011-05,1,1.25
20967,2010-12,106,397.5
20967,2011-01,45,168.75
20967,2011-02,13,48.75
20967,2011-03,43,161.25
20967,2011-04,26,97.5
20967,2011-05,24,90.0
20969,2010-12,74,277.5
20969,2011-01,33,123.75
20969,2011-02,34,127.5
20969,2011-03,63,236.25
20969,2011-04,43,161.25
20969,2011-05,40,150.0
20969,2011-06,47,176.25
20969,2011-07,108,384.84000000000003
20969,2011-08,364,1261.3200000000002
20969,2011-09,148,532.79
20969,2011-10,680,2381.13
20969,2011-11,199,753.0600000000001
20969,2011-12,43,168.67
20970,2010-12,74,277.5
20970,2011-01,22,82.5
20970,2011-02,55,206.25
20970,2011-03,46,172.5
20970,2011-04,36,135.0
20970,2011-05,53,198.75
20970,2011-06,41,153.75
20970,2011-07,68,249.24
20970,2011-08,61,228.75
20970,2011-09,146,512.33
20970,2011-10,209,763.59
20970,2011-11,229,849.72
20970,2011-12,41,153.75
20971,2010-12,363,426.39
20971,2011-01,610,703.22
20971,2011-02,176,220.0
20971,2011-03,314,392.5
20971,2011-04,264,330.0
20971,2011-05,266,332.5
20971,2011-06,174,212.94
20971,2011-07,202,252.5
20971,2011-08,1172,1300.8400000000001
20971,2011-09,601,730.22
20971,2011-10,4873,5278.92
20971,2011-11,846,1030.56
20971,2011-12,364,418.8
20972,2010-12,287,358.75
20972,2011-01,455,541.39
20972,2011-02,348,435.0
20972,2011-03,552,662.64
20972,2011-04,259,323.75
20972,2011-05,528,632.64
20972,2011-06,423,501.39
20972,2011-07,498,595.14
20972,2011-08,1079,1239.31
20972,2011-09,855,1023.71
20972,2011-10,684,886.6
20972,2011-11,968,1203.21
20972,2011-12,195,244.96
20973,2010-12,264,171.60000000000002
20973,2011-01,162,105.30000000000001
20973,2011-02,592,346.40000000000003
20973,2011-03,212,131.8
20973,2011-04,350,227.50000000000003
20973,2011-05,98,63.7
20973,2011-06,124,80.60000000000001
20973,2011-07,6,3.9000000000000004
20973,2011-09,102,66.30000000000001
20973,2011-10,516,340.8
20973,2011-11,1321,835.85
20973,2011-12,260,177.4
20974,2010-12,322,209.3
20974,2011-01,306,198.9
20974,2011-02,169,109.85000000000001
20974,2011-03,896,576.4000000000001
20974,2011-04,474,308.1
20974,2011-05,522,339.3
20974,2011-06,756,491.40000000000003
20974,2011-07,356,231.4
20974,2011-08,1088,611.2
20974,2011-09,348,226.20000000000002
20974,2011-10,875,567.1500000000001
20974,2011-11,610,358.1
20974,2011-12,12,7.800000000000001
20975,2010-12,644,418.6
20975,2011-01,325,211.25000000000003
20975,2011-02,276,179.4
20975,2011-03,1205,777.25
20975,2011-04,425,276.25
20975,2011-05,570,370.5
20975,2011-09,271,176.15
20975,2011-10,1512,930.0000000000001
20975,2011-11,871,566.1500000000001
20975,2011-12,301,195.65
20977,2010-12,74,92.5
20977,2011-01,60,75.0
20977,2011-02,55,68.75
20977,2011-03,135,168.75
20977,2011-04,186,232.5
20977,2011-05,98,122.5
20977,2011-06,180,225.0
20977,2011-07,129,161.25
20977,2011-08,407,484.43
20977,2011-09,202,252.5
20977,2011-10,71,88.75
20978,2010-12,41,51.25
20978,2011-01,66,82.5
20978,2011-02,40,50.0
20978,2011-03,135,168.75
20978,2011-04,168,210.0
20978,2011-05,99,123.75
20978,2011-06,85,106.25
20978,2011-07,113,141.25
20978,2011-08,94,117.5
20978,2011-09,119,148.75
20978,2011-10,350,413.18
20978,2011-11,262,327.5
20978,2011-12,59,73.75
20979,2010-12,156,195.0
20979,2011-01,47,58.75
20979,2011-02,187,209.43
20979,2011-03,239,298.75
20979,2011-04,164,205.0
20979,2011-05,276,345.0
20979,2011-06,564,656.36
20979,2011-07,152,190.0
20979,2011-08,357,421.93
20979,2011-09,546,633.86
20979,2011-10,358,423.18
20979,2011-11,452,565.0
20979,2011-12,25,31.25
20980,2010-12,5,6.25
20980,2011-01,4,5.0
20980,2011-04,11,13.75
20980,2011-05,4,5.0
20980,2011-08,3,3.75
20981,2010-12,102,86.7
20981,2011-01,44,37.4
20981,2011-02,41,34.849999999999994
20981,2011-03,89,75.64999999999999
20981,2011-04,144,122.39999999999999
20981,2011-05,241,204.85
20981,2011-06,30,25.5
20981,2011-07,167,141.95
20981,2011-08,152,129.2
20981,2011-09,277,235.45
20981,2011-10,131,111.35
20981,2011-11,382,324.7
20981,2011-12,51,43.349999999999994
20982,2010-12,143,121.55
20982,2011-01,39,33.15
20982,2011-02,41,34.849999999999994
20982,2011-03,114,96.89999999999999
20982,2011-04,138,117.29999999999998
20982,2011-05,81,68.85
20982,2011-06,38,32.3
20982,2011-07,84,71.39999999999999
20982,2011-08,129,103.41
20982,2011-09,221,187.85
20982,2011-10,256,217.59999999999997
20982,2011-11,641,544.8499999999999
20982,2011-12,94,79.89999999999999
20983,2010-12,148,125.8
20983,2011-01,64,54.39999999999999
20983,2011-02,177,150.45
20983,2011-03,184,156.39999999999998
20983,2011-04,142,120.69999999999999
20983,2011-05,156,132.6
20983,2011-06,116,98.6
20983,2011-07,245,208.24999999999997
20983,2011-08,232,190.95999999999998
20983,2011-09,363,308.54999999999995
20983,2011-10,227,192.95
20983,2011-11,546,464.09999999999997
20983,2011-12,52,44.199999999999996
20984,2010-12,17,14.45
20984,2011-01,12,10.2
20984,2011-02,2,1.7
20984,2011-03,39,33.15
20984,2011-04,12,10.2
20984,2011-05,30,25.5
20984,2011-06,1144,333.43999999999994
20984,2011-07,745,216.04999999999998
20984,2011-08,567,164.42999999999998
20984,2011-09,1047,303.62999999999994
20984,2011-10,194,56.25999999999999
20985,2010-12,16,20.0
20985,2011-01,302,339.5
20985,2011-02,37,46.25
20985,2011-03,119,129.75
20985,2011-04,26,32.5
20985,2011-05,2,2.5
20985,2011-06,19,23.75
20985,2011-07,143,159.75
20985,2011-08,118,128.5
20985,2011-09,27,33.75
20985,2011-10,122,133.5
20985,2011-11,62,79.92
20985,2011-12,24,31.21
20986,2010-12,17,21.25
20986,2011-01,6,7.5
20986,2011-02,7,8.75
20986,2011-03,4,5.0
20986,2011-04,1,1.25
20986,2011-05,2,2.5
20986,2011-06,5,6.25
20986,2011-07,22,27.5
20986,2011-08,6,7.5
20986,2011-09,8,10.0
20986,2011-10,216,235.63
20986,2011-11,154,194.92
20986,2011-12,14,18.71
20992,2010-12,52,44.199999999999996
20992,2011-01,40,34.0
20992,2011-02,10,8.5
20992,2011-03,46,39.099999999999994
20992,2011-04,45,38.24999999999999
20992,2011-05,188,149.24
20992,2011-06,666,259.74
20992,2011-07,378,147.42
20992,2011-08,588,229.32
20992,2011-09,556,216.84
20992,2011-10,438,170.82
20992,2011-11,1153,449.67
20992,2011-12,205,79.94999999999999
20996,2010-12,15,6.3
20996,2011-01,56,23.52
20996,2011-02,43,18.060000000000002
20996,2011-03,92,38.64
20996,2011-04,14,5.88
20996,2011-05,50,21.0
20996,2011-06,573,108.87
20996,2011-07,276,52.440000000000005
20996,2011-08,381,72.39000000000001
20996,2011-09,399,76.45
20996,2011-10,524,104.04
20996,2011-11,449,85.95
20996,2011-12,185,35.150000000000006
20997,2011-06,1,4.95
20997,2011-07,5,24.75
20997,2011-08,9,44.550000000000004
20998,2010-12,4,11.8
20998,2011-01,17,50.150000000000006
20998,2011-02,6,17.700000000000003
20998,2011-03,35,103.25000000000001
20998,2011-04,1,2.95
20998,2011-05,25,73.75
20998,2011-06,1,2.95
20998,2011-07,6,17.700000000000003
20998,2011-08,14,41.300000000000004
20998,2011-10,10,26.7
21000,2010-12,3,12.75
21000,2011-01,6,25.5
21000,2011-02,6,25.5
21000,2011-03,8,34.0
21000,2011-05,4,17.0
21000,2011-07,1,4.25
21000,2011-08,10,42.5
21000,2011-09,2,8.5
21000,2011-11,6,25.5
21001,2010-12,1,5.95
21001,2011-02,3,17.85
21001,2011-03,3,17.85
21001,2011-05,2,11.9
21001,2011-06,3,17.85
21001,2011-07,1,5.95
21001,2011-08,3,17.85
21001,2011-09,1,5.95
21001,2011-11,8,47.6
21002,2011-01,3,12.75
21002,2011-03,6,25.5
21002,2011-07,2,8.5
21002,2011-10,2,8.5
21003,2011-01,2,12.7
21003,2011-04,1,6.35
21003,2011-06,1,6.35
21003,2011-08,1,6.35
21003,2011-09,8,50.8
21011,2010-12,18,26.099999999999998
21012,2010-12,38,79.80000000000001
21012,2011-02,18,37.800000000000004
21012,2011-04,19,39.900000000000006
21012,2011-05,6,12.600000000000001
21012,2011-06,68,116.56
21012,2011-07,18,37.800000000000004
21012,2011-08,58,121.80000000000001
21012,2011-09,46,96.60000000000001
21012,2011-10,53,106.38000000000001
21012,2011-11,124,260.40000000000003
21012,2011-12,119,223.66
21014,2010-12,134,113.9
21014,2011-08,19,16.15
21014,2011-09,272,91.19999999999999
21014,2011-10,526,152.54
21014,2011-11,282,81.77999999999999
21015,2011-05,12,10.2
21015,2011-08,15,12.75
21015,2011-09,198,57.419999999999995
21015,2011-10,397,115.12999999999998
21015,2011-11,541,156.89
21015,2011-12,88,25.519999999999996
21018,2010-12,22,18.7
21025,2010-12,21,26.25
21025,2011-01,10,12.5
21025,2011-03,5,6.25
21025,2011-05,20,25.0
21025,2011-06,32,36.2
21025,2011-07,1,1.25
21025,2011-08,3,3.75
21025,2011-10,3,4.96
21025,2011-11,5,11.09
21026,2010-12,14,17.5
21026,2011-03,20,25.0
21026,2011-05,10,12.5
21026,2011-06,20,21.200000000000003
21026,2011-07,1,1.25
21026,2011-08,13,16.25
21026,2011-10,19,24.96
21026,2011-11,46,58.71
21027,2010-12,16,20.0
21027,2011-01,5,6.25
21027,2011-02,4,5.0
21027,2011-03,4,5.0
21027,2011-04,20,21.200000000000003
21027,2011-05,10,12.5
21027,2011-06,12,15.0
21027,2011-07,3,3.75
21027,2011-08,3,3.75
21027,2011-09,9,11.25
21027,2011-10,7,8.75
21027,2011-11,8,10.0
21028,2011-01,3,3.75
21028,2011-02,1,1.25
21028,2011-04,20,21.200000000000003
21028,2011-05,32,40.0
21028,2011-06,30,33.7
21028,2011-07,3,3.75
21028,2011-08,1,1.25
21028,2011-09,4,5.0
21028,2011-10,8,14.84
21028,2011-11,12,18.63
21028,2011-12,2,4.92
21030,2010-12,14,17.5
21030,2011-04,10,12.5
21030,2011-05,32,40.0
21030,2011-06,20,25.0
21030,2011-07,4,5.0
21030,2011-08,10,12.5
21030,2011-10,4,5.0
21030,2011-11,27,36.17
21031,2010-12,12,15.0
21031,2011-02,3,3.75
21031,2011-03,1,1.25
21031,2011-05,10,12.5
21031,2011-10,4,6.21
21031,2011-11,10,12.5
21032,2010-12,18,22.5
21032,2011-05,22,27.5
21032,2011-07,4,5.0
21032,2011-09,1,2.46
21032,2011-10,2,3.71
21032,2011-11,18,23.71
21033,2010-12,45,132.75
21033,2011-01,27,79.65
21033,2011-02,25,73.75
21033,2011-03,180,394.0
21033,2011-04,47,97.76
21033,2011-05,268,499.44
21033,2011-06,172,328.76
21033,2011-07,94,195.52
21033,2011-08,63,131.04
21033,2011-09,1,2.08
21034,2010-12,202,191.9
21034,2011-01,135,128.25
21034,2011-02,63,59.849999999999994
21034,2011-03,106,100.69999999999999
21034,2011-04,97,92.14999999999999
21034,2011-05,119,113.05
21034,2011-06,128,121.6
21034,2011-07,121,114.94999999999999
21034,2011-08,86,81.69999999999999
21034,2011-09,167,158.64999999999998
21034,2011-10,231,219.45
21034,2011-11,366,347.7
21034,2011-12,72,68.39999999999999
21035,2010-12,92,271.40000000000003
21035,2011-01,76,224.20000000000005
21035,2011-02,273,780.35
21035,2011-03,194,580.5
21035,2011-04,281,813.25
21035,2011-05,269,774.25
21035,2011-06,49,159.25
21035,2011-07,344,968.0
21035,2011-08,66,214.5
21035,2011-09,103,344.89
21035,2011-10,147,437.89
21035,2011-11,307,914.65
21035,2011-12,118,336.88
21038,2010-12,10,29.500000000000004
21038,2011-02,2,5.9
21038,2011-03,54,42.660000000000004
21038,2011-04,10,7.9
21038,2011-05,1,0.79
21039,2010-12,16,40.8
21039,2011-01,36,91.8
21039,2011-02,24,61.199999999999996
21039,2011-03,144,322.2
21039,2011-04,31,79.05
21039,2011-05,85,216.74999999999997
21039,2011-06,18,45.9
21039,2011-07,2,5.1
21039,2011-08,42,107.1
21039,2011-09,22,62.58
21039,2011-10,53,141.63
21039,2011-11,36,108.0
21039,2011-12,1,2.55
21040,2010-12,4,10.2
21040,2011-01,3,7.6499999999999995
21040,2011-03,15,11.850000000000001
21041,2010-12,57,168.15
21041,2011-01,60,177.00000000000003
21041,2011-02,62,182.90000000000003
21041,2011-03,84,247.80000000000004
21041,2011-04,56,165.20000000000002
21041,2011-05,131,386.45000000000005
21041,2011-06,33,97.35000000000001
21041,2011-07,20,59.00000000000001
21041,2011-08,20,59.000000000000014
21041,2011-09,23,67.85000000000001
21041,2011-10,14,41.300000000000004
21041,2011-11,16,47.2
21042,2010-12,37,220.15
21042,2011-01,43,255.85000000000002
21042,2011-02,56,333.20000000000005
21042,2011-03,33,196.35000000000002
21042,2011-04,28,166.60000000000002
21042,2011-05,15,89.25
21042,2011-06,29,172.55
21042,2011-07,11,65.45
21042,2011-08,12,71.4
21042,2011-09,11,65.45
21042,2011-10,6,35.7
21042,2011-11,19,113.05000000000001
21042,2011-12,3,17.85
21043,2010-12,9,53.550000000000004
21043,2011-01,6,35.7
21043,2011-02,2,11.9
21043,2011-03,104,202.79999999999998
21043,2011-04,166,323.7
21043,2011-05,154,300.3
21043,2011-06,2,3.9
21051,2010-12,16,33.6
21051,2011-02,7,14.700000000000001
21051,2011-03,30,63.00000000000001
21051,2011-05,9,18.900000000000002
21051,2011-06,8,16.8
21051,2011-07,4,8.4
21051,2011-11,21,44.1
21051,2011-12,13,29.330000000000002
21054,2010-12,18,161.1
21054,2011-01,13,116.35
21054,2011-02,4,35.8
21054,2011-03,6,53.699999999999996
21054,2011-04,1,8.95
21054,2011-05,22,196.89999999999998
21054,2011-08,1,8.95
21054,2011-11,3,26.849999999999998
21055,2010-12,29,259.54999999999995
21055,2011-01,14,125.3
21055,2011-02,11,98.44999999999999
21055,2011-03,6,53.699999999999996
21055,2011-04,3,26.849999999999998
21055,2011-05,7,62.64999999999999
21055,2011-06,6,53.699999999999996
21055,2011-07,4,35.8
21055,2011-08,8,71.6
21055,2011-09,1,16.63
21055,2011-10,14,148.33999999999997
21055,2011-11,41,397.66999999999996
21055,2011-12,2,17.9
21056,2010-12,24,214.79999999999998
21056,2011-01,11,98.44999999999999
21056,2011-02,9,80.55
21056,2011-03,17,152.14999999999998
21056,2011-04,10,89.5
21056,2011-05,53,434.34999999999997
21056,2011-06,8,71.6
21056,2011-07,7,62.650000000000006
21056,2011-08,1,8.95
21056,2011-09,1,16.63
21056,2011-10,1,16.63
21056,2011-11,27,318.45
21056,2011-12,5,75.47
21058,2010-12,24,20.4
21058,2011-01,139,118.14999999999999
21058,2011-02,365,272.81
21058,2011-03,44,37.4
21058,2011-04,26,22.099999999999998
21058,2011-05,29,24.65
21058,2011-06,23,19.549999999999997
21058,2011-07,52,44.199999999999996
21058,2011-08,112,95.19999999999999
21058,2011-09,135,114.74999999999999
21058,2011-10,62,54.26
21058,2011-11,36,30.599999999999998
21058,2011-12,2,1.7
21059,2010-12,25,21.25
21059,2011-01,54,45.9
21059,2011-02,86,73.1
21059,2011-03,48,40.8
21059,2011-04,21,17.849999999999998
21059,2011-05,19,16.15
21059,2011-06,68,57.8
21059,2011-07,51,43.349999999999994
21059,2011-08,44,37.4
21059,2011-09,59,50.14999999999999
21059,2011-10,52,44.199999999999996
21059,2011-11,41,34.849999999999994
21059,2011-12,5,4.25
21060,2010-12,12,10.2
21060,2011-01,29,24.65
21060,2011-02,33,28.049999999999997
21060,2011-03,44,37.4
21060,2011-04,9,7.6499999999999995
21060,2011-05,19,16.15
21060,2011-06,36,30.599999999999998
21060,2011-07,26,22.099999999999998
21060,2011-08,40,34.0
21060,2011-09,28,23.799999999999997
21060,2011-10,32,27.2
21060,2011-11,34,28.9
21060,2011-12,14,11.899999999999999
21061,2010-12,41,34.849999999999994
21061,2011-01,29,24.65
21061,2011-02,32,27.2
21061,2011-03,12,10.2
21061,2011-04,7,5.949999999999999
21061,2011-05,52,44.199999999999996
21061,2011-06,59,50.15
21061,2011-07,24,20.4
21061,2011-08,24,20.4
21061,2011-09,68,57.8
21061,2011-10,3,2.55
21061,2011-11,47,39.949999999999996
21061,2011-12,14,11.899999999999999
21062,2010-12,66,56.099999999999994
21062,2011-01,36,30.599999999999998
21062,2011-02,70,59.49999999999999
21062,2011-03,37,31.449999999999996
21062,2011-04,23,19.55
21062,2011-05,14,11.899999999999999
21062,2011-06,37,31.45
21062,2011-07,44,37.4
21062,2011-08,36,30.599999999999998
21062,2011-09,64,54.4
21062,2011-10,19,16.15
21062,2011-11,43,36.55
21062,2011-12,12,10.2
21063,2010-12,39,33.15
21063,2011-01,54,45.9
21063,2011-02,63,53.55
21063,2011-03,40,34.0
21063,2011-04,14,11.899999999999999
21063,2011-05,42,35.699999999999996
21063,2011-06,50,42.5
21063,2011-07,30,25.5
21063,2011-08,48,40.8
21063,2011-09,21,17.85
21063,2011-10,35,29.75
21063,2011-11,32,27.979999999999997
21063,2011-12,15,13.53
21064,2010-12,20,119.00000000000001
21064,2011-01,4,23.8
21064,2011-02,1,5.95
21064,2011-03,3,17.85
21064,2011-04,1,5.95
21064,2011-05,2,11.9
21064,2011-06,2,11.9
21064,2011-07,13,77.35
21064,2011-08,4,23.8
21064,2011-09,41,243.95
21064,2011-10,6,35.7
21064,2011-11,17,101.15
21064,2011-12,62,82.2
21065,2010-12,125,179.75
21065,2011-01,120,150.0
21065,2011-02,96,120.0
21065,2011-03,4,23.8
21065,2011-04,1,5.95
21065,2011-05,98,131.9
21065,2011-06,4,23.8
21065,2011-07,12,71.4
21065,2011-08,2,11.9
21065,2011-09,3,17.85
21065,2011-10,4,23.8
21065,2011-11,12,71.4
21065,2011-12,6,7.5
21066,2010-12,18,22.5
21066,2011-01,13,16.25
21066,2011-02,22,27.5
21066,2011-03,24,30.0
21066,2011-04,19,23.75
21066,2011-05,1,1.25
21066,2011-06,20,25.0
21066,2011-07,13,16.25
21066,2011-08,16,20.0
21066,2011-09,24,30.0
21066,2011-10,33,41.25
21066,2011-11,484,402.62
21066,2011-12,1,1.25
21067,2010-12,3,3.75
21067,2011-01,41,51.25
21067,2011-02,20,25.0
21067,2011-03,21,26.25
21067,2011-04,59,73.75
21067,2011-05,2,2.5
21067,2011-06,13,16.25
21067,2011-07,37,41.88
21067,2011-09,6,7.5
21067,2011-10,1,1.25
21068,2010-12,337,361.97
21068,2011-01,227,283.75
21068,2011-02,48,60.0
21068,2011-03,41,51.25
21068,2011-04,30,37.5
21068,2011-05,27,33.75
21068,2011-06,13,16.25
21068,2011-07,14,17.5
21068,2011-08,22,27.5
21068,2011-09,69,86.25
21068,2011-10,58,65.66
21068,2011-11,641,586.33
21068,2011-12,8,10.0
21069,2010-12,97,121.25
21069,2011-01,119,139.63
21069,2011-02,143,165.07
21069,2011-03,34,42.5
21069,2011-04,60,75.0
21069,2011-05,3,3.75
21069,2011-06,710,754.3100000000001
21069,2011-07,18,22.5
21069,2011-08,684,725.0400000000001
21070,2010-12,12,15.0
21070,2011-01,13,16.25
21070,2011-02,115,130.07
21070,2011-03,12,15.0
21070,2011-04,45,56.25
21070,2011-05,13,16.25
21070,2011-06,2,2.5
21070,2011-07,2,2.5
21070,2011-08,15,18.75
21070,2011-09,23,29.96
21070,2011-10,228,259.99
21070,2011-11,550,489.89000000000004
21070,2011-12,3,7.38
21071,2010-12,223,260.51
21071,2011-01,132,153.6
21071,2011-02,84,105.0
21071,2011-03,84,105.0
21071,2011-04,27,33.75
21071,2011-05,37,46.25
21071,2011-06,23,28.75
21071,2011-07,7,8.75
21071,2011-08,29,36.25
21071,2011-09,108,128.16
21071,2011-10,95,119.96000000000001
21078,2010-12,63,53.55
21078,2011-01,265,184.92999999999998
21078,2011-02,92,78.19999999999999
21078,2011-03,559,437.71000000000004
21078,2011-04,195,153.27
21078,2011-05,346,281.62
21078,2011-06,298,240.82
21078,2011-07,203,172.54999999999998
21078,2011-08,333,258.09
21078,2011-09,120,104.33999999999999
21078,2011-10,20,17.0
21080,2010-12,775,598.27
21080,2011-01,923,724.0699999999999
21080,2011-02,1260,935.64
21080,2011-03,1809,1400.3700000000001
21080,2011-04,964,757.0
21080,2011-05,1140,906.6
21080,2011-06,1225,966.37
21080,2011-07,568,457.84
21080,2011-08,870,702.06
21080,2011-09,962,767.7
21080,2011-10,740,588.04
21080,2011-11,851,673.21
21080,2011-12,226,179.62
21084,2011-01,27,17.55
21084,2011-02,15,9.75
21084,2011-03,40,26.000000000000004
21084,2011-04,424,80.56
21084,2011-05,645,122.55000000000001
21084,2011-06,395,75.05000000000001
21084,2011-07,146,27.740000000000002
21084,2011-08,69,13.110000000000001
21084,2011-09,220,44.36000000000001
21084,2011-10,69,17.59
21084,2011-11,91,18.57
21084,2011-12,58,11.020000000000001
21086,2010-12,251,163.15
21086,2011-01,520,312.08000000000004
21086,2011-02,725,419.41
21086,2011-03,904,561.6800000000001
21086,2011-04,624,353.76000000000005
21086,2011-05,576,348.48
21086,2011-06,717,440.13
21086,2011-07,301,195.65
21086,2011-08,365,237.25000000000003
21086,2011-09,739,428.51000000000005
21086,2011-10,314,210.96
21086,2011-11,517,315.03000000000003
21086,2011-12,36,23.400000000000002
21087,2011-02,16,10.4
21087,2011-03,67,43.550000000000004
21087,2011-04,43,8.17
21088,2011-01,24,15.600000000000001
21088,2011-02,24,15.600000000000001
21088,2011-03,45,29.250000000000004
21088,2011-04,453,86.07000000000001
21088,2011-05,431,81.89
21088,2011-06,32,6.08
21088,2011-07,196,37.24
21088,2011-08,170,32.300000000000004
21088,2011-09,125,25.67
21088,2011-10,4,2.04
21088,2011-11,48,9.120000000000001
21088,2011-12,24,4.5600000000000005
21089,2010-12,2,1.3
21089,2011-02,2,1.3
21089,2011-04,6,1.1400000000000001
21089,2011-05,99,18.810000000000002
